"baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000177398",11.5244655496803,-0.596196491160769,0.583901647771028,0.217008587538588,0.316533488422126
"ENSG00000074603",1005.51729665278,0.691059977698477,0.119492570339049,5.72767228073488e-09,4.78172494422958e-08
"ENSG00000106305",187.449975422609,1.16539996942147,0.193929765997331,9.15895607465203e-10,8.42897832195118e-09
"ENSG00000169964",300.206445860135,0.0833781974227941,0.186898332414152,0.651420623941585,0.738797127942461
"ENSG00000135698",325.867771104669,0.114895873530902,0.171241364231989,0.497185908933795,0.6034402613815
"ENSG00000176928",20.4065734627362,0.290378512240823,0.504266462243992,0.508647779272097,0.614555266455582
"ENSG00000254004",247.086811967426,0.286343356858128,0.141664630709919,0.0411965766578678,0.081537226420049
"ENSG00000166741",36.0275173661585,0.0294128782517805,0.50928601335424,0.949319476097607,0.965487347195355
"ENSG00000141994",185.339454246129,-0.0875589058887682,0.155492878635006,0.568295100312831,0.668209153288263
"ENSG00000182798",2.28764034587433,-2.68367240796736,1.22300060839628,0.0021575334750641,0.00649166492478396
"ENSG00000184984",43.9703914416788,-1.3333869550078,0.711286442878431,0.0180905143808732,0.0408465846714862
"ENSG00000171451",274.540428483912,14.6407075799625,3.2861507647455,9.09086417756593e-44,3.82868921836224e-42
"ENSG00000145794",655.041080154357,-0.630303314925978,0.340844877599902,0.0482033958880602,0.0931249574834035
"ENSG00000147571",283.669492717115,0.405548924123408,0.779766258345498,0.448445825583851,0.558211635112697
"ENSG00000125522",4.58080948821245,7.57318026347974,2.93484313963163,2.37434912748004e-05,0.000112857390662877
"ENSG00000178342",44.6498375715058,-0.871162771122717,0.735701164845883,0.113231134184974,0.187632125853834
"ENSG00000072609",358.866100557955,0.0722622449889743,0.19866056761223,0.712055514714957,0.789396897003108
"ENSG00000212993",8.69486585644093,-1.42127828008523,0.805039788947765,0.0190560440555808,0.0426263699991788
"ENSG00000135898",6.3117733953256,0.225546862908065,0.705227013640327,0.662841363492387,0.748684676500258
"ENSG00000122859",23.5804300524161,-10.1651839932628,3.67822422060677,2.06391322780855e-05,9.9640625332875e-05
"ENSG00000166226",1271.56716579083,0.466452195452974,0.0954980693582169,9.26923895467049e-07,5.66634454662133e-06
"ENSG00000179041",188.501773887733,0.237905434314181,0.163130381989638,0.139598783724235,0.222523798279149
"ENSG00000187554",60.5956622076642,-1.04719921895295,0.449570127394856,0.00951738912895204,0.0236163614953475
"ENSG00000173141",530.014111588292,-0.588581227800741,0.137334045993557,1.4862493823437e-05,7.41225774852869e-05
"ENSG00000186297",846.990461224824,-0.398889406411248,0.564616715247787,0.392417894582102,0.503508056192733
"ENSG00000141448",1.68993497143146,0.409246246720163,0.758656003175145,0.431129927082299,0.541628334486625
"ENSG00000173273",1088.07424527754,0.4161625642881,0.245298188685766,0.0832679828099375,0.146040635275643
"ENSG00000145041",331.255269418362,0.727361478525164,0.129737531398407,1.54914838168546e-08,1.22130890150217e-07
"ENSG00000164715",1223.93656146107,1.43970989866128,0.391602964832527,7.90547007678475e-05,0.000336755770851379
"ENSG00000179841",407.59473030737,1.3059916940794,0.656836414922887,0.0153791744516436,0.035526603337775
"ENSG00000129009",111.13122110247,0.880149633502346,0.444229853321004,0.027859430847838,0.0588286490683202
"ENSG00000055957",2.2402143004999,-1.41039712655566,0.980935732556644,0.0344537466457362,0.0702299691436139
"ENSG00000151846",19.8241149475246,-0.0243150665913953,0.318798982063123,0.934640405275231,0.955781792078262
"ENSG00000128274",70.6904994055377,-0.883240898382173,0.290685298633854,0.00145429408836852,0.0045770939213864
"ENSG00000269028",545.009044458512,3.07183191949402,0.245898585073237,7.66412834790169e-37,2.61528166481489e-35
"ENSG00000176641",163.408743382444,-0.483978279176688,0.375548829242532,0.163610146530919,0.252589915898904
"ENSG00000114062",1947.67379131286,0.0664754714711805,0.183181062384263,0.710489987066938,0.787989033473269
"ENSG00000127366",4.93135036413527,-1.21746325671397,0.589957448978404,0.0155972923247392,0.0359558267849858
"ENSG00000130037",114.789971838212,-0.12005664384929,0.471849025074937,0.772217601471313,0.836394862882167
"ENSG00000142444",210.308839219738,-0.0625103309159917,0.118023497294095,0.593333782373986,0.690296150996894
"ENSG00000064195",5.43094908818858,0.488454112802911,0.694898734864306,0.351766133965816,0.462623486563309
"ENSG00000120729",73.1960721806406,-1.1859766116861,0.406009994568476,0.00143879682668925,0.00453277645951472
"ENSG00000100197",31.0613818564049,2.60727820542234,0.466707527669434,3.16087278536952e-09,2.7299842448491e-08
"ENSG00000125898",90.8451657972352,0.428401633941509,0.296350352358227,0.130374225805999,0.210545823390435
"ENSG00000182968",126.261988047436,0.767402755345976,0.487467517589396,0.0744049466056828,0.133032819291403
"ENSG00000256537",209.807253026467,7.26671265952256,0.320993159544634,7.97315384447516e-114,2.71494370482937e-111
"ENSG00000221886",115.58706825494,-0.0731751047684229,0.258632937442115,0.768203501196136,0.833739918156989
"ENSG00000147180",301.873740850391,0.342811011753666,0.143571469665112,0.0158892588723145,0.0365099352465932
"ENSG00000160613",350.710162696334,-1.34217128502636,0.19030663292061,6.4253758643531e-13,7.86175193678188e-12
"ENSG00000264534",1.15680664580115,1.56760353291892,1.18015835510024,0.0396435299261732,0.0790105918976932
"ENSG00000166405",416.357569782239,-0.353210239758197,0.18113657909166,0.0471434607982944,0.0913640041918023
"ENSG00000170085",139.223378969737,0.0862924612940818,0.260681705008115,0.733648338404079,0.806408517020527
"ENSG00000179526",703.140540344979,-0.0897756779041643,0.107472029389523,0.400318596595922,0.511267961050287
"ENSG00000111262",551.344110722762,1.16410735113496,0.59858985942772,0.0206848495958243,0.0457364372660365
"ENSG00000092036",98.4448812507638,1.71631910584113,0.245274874324892,6.72239819436622e-13,8.20635093078848e-12
"ENSG00000138709",454.009759213612,-0.15638266993987,0.128893361187435,0.220625651171811,0.320611361241593
"ENSG00000135702",51.149207180678,2.94647499115116,0.343428845360253,1.61048538804803e-18,2.81993524620577e-17
"ENSG00000107485",53.1543117002984,-2.14437431767966,0.82331781237875,0.00121829536988891,0.00390986175017241
"ENSG00000198835",762.460232687584,0.113555007945794,0.544904333670186,0.811963398708187,0.86717799352191
"ENSG00000233670",129.586122227975,-3.17626235488973,0.500345863879871,2.13320810469983e-11,2.3177096067628e-10
"ENSG00000187808",11.2761086797978,-1.50562827770048,0.638865668031622,0.00458852828666616,0.0125852282261877
"ENSG00000213859",105.253092474802,0.0156990462892329,0.294796347753904,0.957378876389232,0.971153675460054
"ENSG00000163636",691.069294611789,-0.108669755828852,0.101933098848277,0.285841561290962,0.394226848233416
"ENSG00000102539",1.7373555745498,0.366339825750592,0.851310176314214,0.478682259008711,0.586048873406931
"ENSG00000139144",4.48927624827374,0.84581063480345,0.665867386728725,0.105688390259787,0.177653292481634
"ENSG00000259132",75.9752486299785,12.6241029123722,3.072847287295,8.88155831306324e-44,3.77030395868074e-42
"ENSG00000099899",520.652497518498,0.00737670144036404,0.166281075664841,0.965564941530071,0.976560669442637
"ENSG00000263892",41.3071581135755,11.6575008680976,2.97745983792958,5.68761133304396e-40,2.16210289249491e-38
"ENSG00000183134",40.9177815139586,0.489040675637531,0.305572842976247,0.0927146516523533,0.159326241280389
"ENSG00000125775",246.141844981235,0.220600789219034,0.264104778124378,0.387712285162426,0.49906791501029
"ENSG00000174123",32.926594639664,-1.37100596670831,0.419299225129865,0.000357902985998374,0.00131917996036803
"ENSG00000171425",118.84516655702,-0.113402457481242,0.254730518097302,0.643754426824311,0.732190025363959
"ENSG00000181449",2021.18672128174,-0.916962831029541,0.256293494165329,0.000196308801128591,0.00076702296222216
"ENSG00000198960",128.898467027713,0.136242552558973,0.230645070378662,0.546873296244115,0.649607380174484
"ENSG00000165376",7.29013552333867,-1.7248560234298,1.01599102771546,0.0134101637417699,0.0316170095054929
"ENSG00000165370",2.11312450946828,6.28279009833161,1.14335080112482,0.0983471140386025,0.167423381882118
"ENSG00000185372",1.11417344187977,0.116575857079407,0.972100574181238,0.723507828401346,0.798497985362054
"ENSG00000204323",108.075821566473,0.225421187420134,0.570638062700254,0.637490109334629,0.727443259165162
"ENSG00000183260",18.107442384773,10.2738159684195,2.87661645325639,2.29069046730099e-23,5.04961573535607e-22
"ENSG00000079432",1658.41702292117,-0.191124906833212,0.169125518209322,0.251301776139579,0.355725599269221
"ENSG00000181773",60.3228498143081,0.608609964722865,0.366780496129786,0.0749434083969747,0.133786314331867
"ENSG00000168658",27.8344919516899,-1.14965376745814,0.648010115500127,0.0290878056922493,0.0610279552043468
"ENSG00000170619",243.798833307273,-0.677995822199497,0.181752969172501,0.000142717598110527,0.000577510098650032
"ENSG00000099260",113.265644549559,-0.821066104180322,0.272715578347891,0.00169762126203872,0.00523987091179706
"ENSG00000065923",320.15000698703,-2.53647102333254,0.438493744047566,9.80685973230073e-10,8.98905974546053e-09
"ENSG00000186564",4.87775755267999,0.667598482790152,0.501678481916279,0.045177898114172,0.0881417873240533
"ENSG00000103740",812.257915506862,-0.252283974994729,0.268137651695658,0.327316632089201,0.437808222311373
"ENSG00000204103",287.778444738304,1.30194478337681,0.360871452780441,0.000121887399412747,0.000500689409702668
"ENSG00000146006",526.328551995283,0.667399167944599,0.23476957658275,0.00344599262654407,0.00979046085482181
"ENSG00000116580",342.355516841282,-0.362155738007578,0.120163052450778,0.0023816297381515,0.00708863721952328
"ENSG00000240694",2986.38556959128,0.965474918026475,0.433835787623106,0.0145350724744166,0.0338552321176777
"ENSG00000174339",1.3579625922075,-4.96541812249981,3.0860840022623,0.0103725702525532,0.0253865444749749
"ENSG00000187792",35.4638951220113,0.106943351195257,0.198953262243091,0.584043103482553,0.682432260661535
"ENSG00000181803",0.785603455692824,-0.77911511688133,1.2047874223861,0.160674975896499,0.248905460676369
"ENSG00000171496",1.00155123514021,0.194309164973844,0.860050576300392,0.693653497652936,0.773497113742865
"ENSG00000188277",40.7008450690146,1.04403988295689,0.469722425606434,0.0129043033114059,0.030609229316102
"ENSG00000204525",1693.91622764446,3.46329729886486,0.803101349778425,1.67848635250071e-06,9.85418033214285e-06
"ENSG00000113248",64.777325672594,-0.346411753530371,0.287093077073551,0.206296611153407,0.304124075617089
"ENSG00000112200",430.167611063039,-0.0661708256040395,0.105048142101563,0.525669022668319,0.630739768989636
"ENSG00000172840",223.114221898794,1.54298229011587,0.130179769125086,6.34714644487618e-33,1.90939345307892e-31
"ENSG00000147896",1.0762523091304,-0.437680874138625,0.954224054181618,0.3215278204495,0.431652649817447
"ENSG00000206203",11.7078000456763,9.54610542700343,2.80967659529114,4.03239700398912e-19,7.25106535413954e-18
"ENSG00000214128",8.61059554729787,-3.58391766962531,0.692625478428339,2.47724843452705e-08,1.9023936634439e-07
"ENSG00000175449",12.8762335459199,0.00694883193334529,0.353898053772588,0.984573110721294,0.98927097337918
"ENSG00000104883",70.6828833850925,-0.31439787869033,0.401075351269151,0.390053135099889,0.501237383502379
"ENSG00000127249",221.529145074948,-0.327311301148854,0.231458107921902,0.14756894273371,0.2324043849154
"ENSG00000142684",153.280942399983,6.72504359153868,0.367747113006594,9.59529592732833e-75,1.11170059730929e-72
"ENSG00000186952",57.4667690353848,-0.997443080856846,0.343696907169608,0.0020367531769969,0.00616651491575073
"ENSG00000144647",626.41115781207,-0.424249504678577,0.185710191671687,0.0198392307992879,0.0441165832585527
"ENSG00000176692",15.8832835352766,1.03454190469147,0.584591221609259,0.035012825458903,0.0711549534786393
"ENSG00000183307",155.212177215407,-1.28783435917503,0.451526512298957,0.00161902985975103,0.00503320782351504
"ENSG00000160062",117.822786810298,0.833690813419987,0.236609084896562,0.000280321333833783,0.0010570835595372
"ENSG00000198707",951.777031781786,-0.740455372850636,0.241062837636012,0.00149831305267876,0.00469808034778035
"ENSG00000075975",501.847106495113,0.586420765948711,0.135232148507379,1.21882393452498e-05,6.18847025638891e-05
"ENSG00000143624",378.492720367618,2.44796172510557,0.33175501382454,2.45202929052569e-14,3.33126288332539e-13
"ENSG00000162396",41.5262297398936,-0.415729767398692,0.214051315355554,0.0468920246129401,0.0909317777663265
"ENSG00000173250",2.33508982191026,1.69694315377299,1.0154619451383,0.0176654626195269,0.0400677528008658
"ENSG00000164841",57.1348762794134,0.945866040429134,0.412435404289708,0.0122151271513012,0.0292169922178187
"ENSG00000120658",281.424744647593,0.188936614464498,0.18244796616724,0.292689183195829,0.401353584771318
"ENSG00000164615",902.054268206178,0.343303740636489,0.126285064451382,0.00617928267567842,0.0162921317860885
"ENSG00000183434",3.41822304450652,-7.15716032320937,2.97258818914879,7.42304283308047e-05,0.000317982809155835
"ENSG00000100644",953.80390585887,-0.100489394504521,0.170206535005209,0.547549534832447,0.650121133278321
"ENSG00000139679",186.279265373362,-0.909536282048851,0.417653857580961,0.0166360981225051,0.0379968766023364
"ENSG00000176125",23.6445829896072,0.382558139437876,0.335073530423028,0.226747052972047,0.327750165951777
"ENSG00000166159",548.728071109103,-0.0549108839645502,0.555616639749467,0.901033063097042,0.932416134607931
"ENSG00000182512",646.189973261179,0.409413613672937,0.192152156709241,0.0300020346824951,0.062585057750085
"ENSG00000152207",18.8622544640588,-2.81667291626989,0.553910359219794,4.48693353378818e-08,3.35242223504883e-07
"ENSG00000139173",95.8960646864145,0.441616618713407,0.293385090927861,0.115386146555344,0.190611053826561
"ENSG00000182916",860.690983478787,0.645221354403311,0.182252051486288,0.000315912307774248,0.00117715030817673
"ENSG00000158234",119.26688430648,-1.14112246771889,0.227123585802676,2.35846200833604e-07,1.57994248561783e-06
"ENSG00000108924",1323.53771921702,1.58120687308988,0.482841235536792,0.000307986393225102,0.00115083218238957
"ENSG00000173928",21.8310802333145,-0.892778797698777,0.260887338907487,0.000377843686663788,0.00138217379688395
"ENSG00000184602",3396.12567339509,-0.0607575203047957,0.324705354601472,0.829814316074371,0.879959469550374
"ENSG00000174013",583.461419920739,0.57959645166263,0.148759994883508,8.1009456811618e-05,0.000344257925335405
"ENSG00000106479",331.14152288132,-0.00270668866231742,0.119938782601072,0.980994190695735,0.987212149501069
"ENSG00000100216",469.315965754278,-0.206144925597486,0.101179922975675,0.0403922606509407,0.0802230999575149
"ENSG00000125531",6.78590130771287,1.54243858726604,0.963310987249579,0.0218452907034461,0.0479446012641183
"ENSG00000178764",568.522401680281,-0.218680859043143,0.290331991892473,0.43137010001791,0.541759952969209
"ENSG00000162783",413.995051080917,1.12864892752166,0.360586714742751,0.000837469184300106,0.00281750196038236
"ENSG00000095587",119.452267512615,1.14272350671745,0.223022848633556,1.50144471841233e-07,1.04247814635448e-06
"ENSG00000005884",370.907114230499,-0.114041101667659,0.343694677326912,0.721786734508949,0.797071931462803
"ENSG00000138795",112.830342553153,-1.05581113847448,0.473893503141626,0.0122716254042933,0.0293433576826998
"ENSG00000273604",137.796771200965,13.5251010908728,3.22819306962907,1.62874909592009e-30,4.59726640760232e-29
"ENSG00000099991",1245.69208028412,-0.0214854339265892,0.254646261967786,0.923203840119523,0.946991043281172
"ENSG00000267534",22.3395907419598,1.87077377771519,0.440274318092908,3.95691234538576e-06,2.18668595219453e-05
"ENSG00000130055",201.866555478496,0.197080424264601,0.294115981619528,0.486022940203344,0.592949469051252
"ENSG00000253368",517.072133743921,0.465901244574506,0.425753929554964,0.228939489398674,0.330263889339858
"ENSG00000230778",25.9238975619464,4.0485220910228,0.796162071823523,1.54524614850471e-08,1.21883289111234e-07
"ENSG00000182853",26.2462591888587,-0.815156543153837,0.30925940736373,0.00538429752947635,0.0144702431002081
"ENSG00000105339",1396.1883657778,1.88226680542537,0.272017680155995,1.17447639055095e-12,1.40585790234685e-11
"ENSG00000171657",4.5706846980307,-3.68990230719026,0.740544101705621,1.04330396740881e-07,7.38806933380999e-07
"ENSG00000083814",124.847219163182,-0.100257068634047,0.18480987592337,0.580442533944286,0.679347836276463
"ENSG00000187682",9.44687807445423,-0.00489863489397676,0.596048254754554,0.989910353709434,0.993137243026942
"ENSG00000184908",1.95909063846967,0.459251876010366,0.796481806299291,0.393650534346605,0.504846794749825
"ENSG00000263961",4.61278681245778,-2.04255557571124,0.888698610608033,0.00328612154214302,0.00939294323280174
"ENSG00000123178",493.011788322946,0.400342651373693,0.154142230888804,0.00861374435062006,0.0216581876806478
"ENSG00000186136",0.893925243397494,0.804610379030028,1.49286493669537,0.127427105218264,0.20675320269698
