"SRR8750453","SRR8750454","SRR8750455","SRR8750456","SRR8750457","SRR8750458","SRR8750459","SRR8750460","SRR8750461","SRR8750462","SRR8750637","SRR8750638","SRR8750639","SRR8750640","SRR8750641","SRR8750642","SRR8750643","SRR8750644","SRR8750645","SRR8750646"
"L1MA3",11323.9259087339,11696.2394573538,9659.3684996469,9738.54312362354,13178.9613977819,12753.8315631678,12071.9703203516,13808.554084269,11421.9960389196,9481.71032283884,5291.68028639026,7674.97833445002,7504.56085784248,6969.76314795966,10620.2172977251,7691.28908698821,7486.28415402902,6515.71087024087,6677.62299247502,6606.3357089102
"L1MA4",7429.36054095884,7981.09128799371,6789.10308901809,6962.27248323117,9572.76512467794,8710.90629304877,7394.37066381941,8904.055140534,6620.57041278316,5502.1220478046,3187.1111254752,3562.78365853295,3630.24364487782,3699.11008336975,5107.36000839657,5512.3865588807,5339.21047087308,4110.02277068944,4011.71231079618,3470.69961376812
"L1MA4A",6926.10635913383,6820.61706098804,6183.1100251825,5917.27173656662,8534.40711142301,7739.91451152744,7003.43104135089,8637.38777484556,5905.93962191633,5124.11366284092,2478.86420870293,3374.05468309565,3226.25980804443,3173.81003979721,4485.87984153737,4701.21904162328,4543.48495532353,3473.76227484771,3436.68797835513,2965.3121398405
"L1MA5",3846.50176614005,4317.58014512804,3544.34758276054,3629.90787489504,4693.97539160062,4760.66170351886,4006.54165560011,4485.64492130779,3446.60475178479,3045.06754554071,1698.89608516892,1994.23617378742,2184.03761788051,2085.05967015804,2942.2374509399,3232.82820746387,3338.35327510052,2267.25101760316,2056.62958049661,1840.0571564547
"L1MA5A",2107.02347755669,2403.38651385327,2214.13400341153,2127.79428726701,2776.33354758742,2686.12321358704,2262.6396967478,2581.72170222728,1910.33465318957,1716.31079839567,829.276453182717,1123.98589815989,1085.70656148973,1041.79617580029,1422.94607199109,1379.5768724159,1448.31278555537,1124.91589106311,1050.94872673801,957.723224072781
"L1MA6",3363.03847910591,3721.48955857868,2887.59718364965,3108.60727279889,4362.95694711727,3839.2433092894,3670.30528549148,4433.40174063629,2787.80449145444,2687.10505977966,1564.41882249064,2034.07895749085,1973.62936952979,1841.48478961881,2729.43078392338,1900.61878131117,2019.32664681046,1891.36225204825,1961.20001043193,1602.72049742792
"L1MA7",4062.08115582632,4456.18479519195,3403.21743101946,3421.14767980935,4487.02451340107,4787.06492066345,4627.61220178953,4626.92865338463,4147.2779100175,3723.76441854367,1979.057049082,2560.42310009931,2404.26491782093,2607.42507661564,3598.65602581674,3062.60144745547,3015.13788193726,2374.51683606639,2449.35896499358,2306.35388654261
"L1MA8",4707.40568954295,5022.38026113929,4209.14487648824,4343.17187477112,5685.48631551187,5474.62624875514,4936.49694571821,5554.58582669945,4535.30009724597,3886.99531205072,2317.491493489,3019.66360699673,2708.65551710165,2748.2876581323,3751.11453353007,3404.53520016799,2942.79919870549,2887.00907983516,2898.36732670819,2691.67693296257
"L1MA9",8112.1464112439,9019.26729435475,7182.78193334846,7632.94460422483,10117.9416918752,10030.5283091119,9047.72930842086,9852.15529758984,9011.04762858638,7564.94053241697,5114.61855719719,6804.72805882249,5986.81602640592,5901.555238125,8210.52588414499,9196.68573854075,9356.31607161645,5384.37736610731,6068.3418912928,5813.35204816189
"L1MB1",3453.51114100703,3861.0001213881,3052.86801924117,3431.34573531641,4444.8106526738,4267.62203643117,3808.47815567637,4480.64774750443,3555.47428633091,2952.47458255719,2057.50211897766,2673.66048536169,2471.59555729317,2334.50382492712,3633.59443383438,2879.05259318554,2851.99106443581,2220.4941223756,2313.55534605538,2183.4972630464
"L1MB2",3522.07245510398,4029.49989205403,3498.54218263405,3296.97135687046,3943.39235574257,3938.92892503938,4245.16101503203,4024.54206581585,3929.53884092527,3692.2637197967,3025.73841026127,3239.84741167357,3031.28149790609,3125.38852740086,3726.76352188141,3360.12821929624,3470.71767420548,2847.58659954526,3340.03495226398,3149.59707508483
"L1MB3",6759.29738875363,6720.96665898131,6702.44422391392,6238.21054222996,6848.94150140981,7323.39029004243,7588.18994588763,7857.37437299368,7912.11668586018,7168.79538150807,5607.70185368421,6202.89232603911,6191.61338813396,6315.33907133018,6792.87351033839,5839.51798463597,5602.40014816316,5895.03600614166,6267.76522360746,5648.61248483742
"L1MB4",3688.17460781308,3866.4355978612,3523.9208502717,3424.14710789967,3934.64070168935,4127.523333215,3821.68238900462,3863.72392705315,4095.16941485013,3708.49135248454,3547.95844699525,3741.02769089039,3523.63679904678,3458.46983994545,3898.27934305891,3580.68289095929,3681.57724022151,3117.12634850415,3428.12378616984,3638.23137308115
"L1MB5",4016.13800720466,4146.36263622556,4024.68529219508,3964.04416415574,4251.75946032348,4260.07826010415,4262.13788645407,3964.12169164794,4558.56281830284,4092.22713722039,3695.88343594135,4317.69956028213,3917.80158429047,3656.55784520326,4475.29244516839,6573.71340171568,5576.23509252614,3531.52079248176,3696.06065596684,4333.48817423019
"L1MB7",9544.86583056876,10121.7631056474,8928.33907330387,8636.55324324308,9556.29142293071,10183.5592003173,9998.43410805479,9837.61806470733,10635.7160671977,9534.21148741713,8586.37322200808,10189.267684998,9503.43921717435,9373.23094508764,11028.8907975678,11747.1266732753,12014.3779001543,8854.47243348619,10119.204794936,9948.59430720501
"L1MB8",6242.61367117767,6366.75477548465,5892.80282708353,5971.26144219223,6711.48905245638,6905.78838622498,6460.64273560752,6348.68217290626,7023.48074148802,6039.54305976053,5390.29694568766,5898.82897672347,5804.46221116863,5797.37562054497,6448.7831283465,6881.60180242652,6886.02699529725,5288.11317005056,5795.51119738991,5726.79397251683
"L1MC1",7472.4764188961,8015.5159723233,6715.44305367954,7183.0303906781,8570.44333399507,8532.54986703126,8366.7681324926,9086.22484009288,8150.32694948245,6815.6057288905,5403.74467195549,5997.38744167406,5696.45264368192,5841.39517726892,7627.16034421412,6376.84245318422,6174.95313033808,5552.15210780621,6155.20726917219,5606.72954500917
"L1MC2",2707.11168032275,2799.27038364365,2467.92067978803,2737.87796083638,3141.84380510403,2983.02469617209,2844.09754295248,3128.68508943151,2743.14006702526,2367.32523916645,1420.97640896714,1983.75123070757,1754.80479124503,1906.04680614728,2390.63410011597,2655.53745613103,2625.74028922153,2006.87928731635,1918.37904950546,1686.48637708443
"L1MC3",5810.74807413402,6054.21487828172,4842.99257553588,4983.24982924361,5792.56537686885,6494.11373523592,6282.85716543788,6414.09972087753,6289.30926493343,5544.12297946723,3946.90765960747,4948.89313368908,4237.62212178357,4359.40343422908,5563.67679189967,4135.77015185625,4158.70472536727,4274.13030491951,4464.3910405902,4339.07256620729
"L1MC4",8601.26423964686,9328.18354057562,8438.09749357171,8695.94191943124,9109.44226303717,9549.34314768096,9555.149132035,8925.86098985776,10141.6158719499,8779.14928411848,6927.82031564265,7744.17895877703,7139.85322736789,7451.04363480824,7627.16034421412,8979.09153226915,8611.38154642113,7015.36788786874,7538.93603511012,7290.42372610505
"L1MC4a",8057.0146328979,8694.95053146011,7772.68120795041,7532.76370600843,8136.46425359155,8842.38353760549,8598.7853752604,8038.6354954974,9184.12227324944,8067.04257911115,2797.12706370819,2981.91781190927,2898.0229406173,3100.44411192395,3340.3235544136,4076.56084402724,3984.78406142704,2584.46446365682,2883.68585439055,3389.72593010016
"L1MC5",4445.883151235,4701.68714922671,4439.40986090789,4529.7363019885,4270.80717796871,4572.06729534324,4757.2966362634,4317.55816610383,4848.88157709248,4664.01254780938,3577.09518724221,3590.04451054056,3774.72397541198,3502.48939666941,3878.16328995785,4612.40507987977,4723.56210294306,3511.3511514032,3730.31742470801,3755.50360460026
"L1MC",2574.93677582657,2735.85649145755,2630.71554780515,2622.10003655036,3146.47703372044,2822.45002863971,2701.20887515035,2874.73780251526,2664.04681543193,2311.96037470207,1026.50977177753,1243.51424927018,1224.57600540121,1153.31238616764,1427.18103053868,1552.76409781575,1463.70399475362,1316.5274813094,1311.54486037618,1217.39745100797
"L1MCa",5593.04823143443,5937.35213411019,5187.77106027175,5550.14173831249,6773.26543400848,6984.45919649253,6518.17546653774,7528.01519049943,6724.7874031179,4888.33570555298,3052.63386279692,4168.81336854826,3612.00826335409,3611.07096992183,5566.85301081036,5436.89469139871,5220.69816004655,3837.73261612893,4230.71093953437,3587.97184528724
"L1MCb",988.83792187246,1007.37497301351,901.871188976965,1043.80097542842,1355.99157506866,1228.01901780639,1084.16187220158,1404.20583874442,1060.78008019294,777.017235758665,468.42913166267,834.60146915604,718.193487703803,716.051456043013,1188.9646122366,914.783805958182,941.942002932928,751.777531109823,762.21310449101,547.270413755875
"L1MCc",1181.09232841235,1163.19196524222,1247.26866560644,1303.5514480494,1713.26498171165,1357.87973886446,1216.6757852458,1601.36705971339,1047.7529564011,809.472501134334,578.252229516597,767.497833445002,743.44247750589,696.976314795966,964.511809214195,1087.97103135803,1109.70618319386,819.620869283149,680.241550717499,670.127037252091
"L1MD1",5266.49846738506,6151.1475420519,4807.09104570701,4942.45760721537,5652.53891201741,6277.49958641706,5403.83248958588,5959.81119329926,5433.24113004088,4639.19381546328,5742.17911636249,5670.25721758275,5581.42946791686,4425.43276931502,5815.65682548142,4983.9434865068,4640.44957327251,3936.74721778729,4195.23071476673,6821.33480002858
"L1MD2",5292.65072121585,5503.41992900815,4839.89761606787,4811.08265685973,5665.40899150743,5709.02215605912,5674.99085257671,5691.78096202809,5954.3260817146,5118.38626306875,4253.96407605621,4816.78285088298,4383.50517397341,4836.28196540527,5644.14100430393,4901.05045554618,4929.80430619962,3870.73748334838,4622.21686800488,4877.96639199752
"L1MD3",1453.21713178683,1513.78019775681,1431.109258006,1359.94069614726,1426.51961067398,1579.88229934548,1574.13324463196,1458.26617352623,1635.83454471859,1484.35110762251,1403.04610727671,1530.80168965806,1513.53666646954,1449.71073477561,1778.68258998886,1463.95013607224,1497.56465498977,1352.28275413048,1729.96682142904,1616.68147737067
"L1MD",3042.14325642535,3364.55993684547,2983.54092715784,2928.6415873802,3561.40839647873,3486.8411865841,3467.99756771224,3588.8793678683,3527.55902106268,2780.65258939188,1698.89608516892,1803.41020973416,1817.92726575025,1933.92585873912,2246.64550949783,2279.55835141683,2331.76819353494,1895.02945951708,1925.71978566429,1767.46006075239
"L1MDa",5872.24121151994,6276.16350093307,5650.15800479186,5726.50811002281,6900.93662254949,7006.55168430739,7052.94691633183,7583.89267939156,7005.8010734848,5429.57498402369,2566.27442944381,3590.04451054056,3321.64488063009,3203.15641094651,4890.31838283246,4800.39463223687,4528.09374612528,3208.80653522486,3453.81636272572,2973.68872780616
"L1MDb",455.897397861141,462.921412958545,451.245090435283,448.114556692546,609.012161467814,514.593313736334,462.619746250436,591.483662906901,352.66285122204,336.96201992974,105.340522431318,197.116929901175,159.91026874655,173.143589780893,226.5702822962,260.520954447638,337.067481441685,204.446816387184,209.210980526425,125.648819484767
"L1ME1",13847.2649945699,14777.2487048528,12573.5823347214,12791.3610339426,14995.1870154138,15469.0521997306,14572.7577967696,14835.7004451234,15068.6601917935,13060.3806138207,9559.0920887143,11824.9188054546,11012.7677186769,10974.0754912822,13953.1296746804,13465.6768330123,13507.3251923846,9877.62331728931,11363.4595738563,11221.835677984
"L1ME2",5140.68492192881,5521.53818391846,4563.20823962813,4510.53996221051,5456.91370376909,5697.70649156859,5284.05123010819,5281.10413309733,5516.98692584558,4990.47433482346,3711.57244992049,4365.93029844944,4184.31869886806,3922.14250410445,5108.41874803347,5269.62839678176,5039.0818915072,3855.15185160586,4622.21686800488,4101.73590718051
"L1ME2z",1771.99190145408,1953.14787933194,1856.97568080363,1839.24930497904,2053.03508024822,2104.1747540737,1899.05170045923,2002.50382956499,1861.9481933913,1705.81056548002,2196.46195707855,2369.59713604604,2165.80223635678,2118.80799697974,2219.11827893848,2714.74676396004,2735.01787452911,1790.51404665547,1895.13338500253,2364.99000230217
"L1ME3",2533.94135090262,2620.80557277705,2422.11527966154,2497.3238279934,2722.27921372933,2770.18243551675,3054.42211668101,2785.69725110992,2971.11473338252,2813.10785476755,2586.44601884556,2625.42974719438,2568.3833515345,2327.16723213979,2702.96229300092,2159.65950306309,2143.99544131629,2300.25588482262,2349.03557082302,2797.78038052748
"L1ME3A",4193.5492426514,4586.63623054621,4171.38637097856,4329.37450555569,4782.52153849196,4696.00076357294,4618.18060655507,4451.11899321184,4558.56281830284,4035.90770612731,3727.26146389962,4015.73319958246,3914.99614097913,3713.7832689444,4423.41420296038,4042.51549202556,3947.84515935124,3677.29228936768,4092.46040854323,3925.82755990184
"L1ME3B",2806.7729719482,3212.36659559883,2558.29349625381,2562.11147474413,2775.81874440782,3306.86823706794,3077.52952500545,2857.02054993971,3208.39448816252,2952.47458255719,2642.47821162817,3130.80400364314,2747.93172346045,2671.98709314411,3511.83937559109,4187.57829620663,4634.29308959321,2301.17268668983,2834.74761333174,2956.93555187485
"L1ME3C",3311.44078911542,3572.01395556858,3198.95010613106,3115.20601459758,3409.54145849648,3621.0126369719,3630.22100574501,3608.86806308174,3893.24899607656,3074.65911103029,746.348807864446,819.922548844251,770.094188963648,771.80956122669,778.173633120125,865.93612699925,1008.1242024854,688.518202272533,836.8439221057,857.204168484967
"L1ME3D",1260.25590757584,1418.65935947766,1275.1233008185,1193.17249432593,1462.55583324604,1455.94883111579,1315.70753520766,1449.63469150224,1419.95649331091,1052.88699145185,1078.05938913753,1153.34373878347,1053.44396340929,1075.54450262198,1385.89018469965,1280.40128180231,1319.02662829006,1057.07255288979,1158.61285706739,1100.12521948885
"L1ME3E",1608.71701942939,1843.53243712454,1488.67550411091,1462.52113683591,1630.89647297552,1738.301602213,1758.52093146572,1662.24172240887,1897.30752939773,1515.85180636948,800.139712935757,1002.36055843364,959.4616124793,996.309300518864,1210.13940497456,1252.27686058353,1132.79299699123,953.473941895386,1088.87586355859,887.918324359021
"L1ME3F",1984.74402045594,2080.88157644966,1713.98855338175,2128.99405850314,2146.72925893557,2219.48676364394,1971.20340400288,1729.02213596288,2731.97396091797,2122.00161559154,1732.51540083849,1811.79816419804,1628.5598422346,1666.87388128046,1804.09234127441,3570.32126208922,3564.6040503148,1385.28762134993,1696.93350871434,1800.966412615
"L1ME4a",7983.50559510324,9288.32337977292,7905.76446507467,7404.38818374309,7418.31381804835,8492.67562073127,8769.49724900419,7310.41098578944,9277.17315747689,8865.06028070113,6291.29460563213,6263.70499590224,5943.33165508011,5949.97675052135,6336.5567268353,6578.15409980285,6799.83622378705,5050.66148644392,5757.58406056933,6623.0888848415
"L1ME5",833.3380342299,906.81865826126,886.396391636935,805.04649943962,899.361154762698,874.000371602444,793.197159218383,918.117114235674,795.585060144708,722.606937922984,800.139712935757,1002.36055843364,1070.27662327735,1053.53472426001,1220.72680134354,469.233764544893,581.787707693867,1031.40210060799,885.782163164513,876.74954040482
"L1MEa",159.033975998072,256.373306980956,151.653013932297,221.357793064992,229.602218101982,256.488395118843,150.905523751416,203.521260355063,199.128892246746,137.457594532245,98.6166592974042,75.4915901749182,68.733361127903,95.3757062352374,95.2865673208316,122.859313745193,169.303301180755,99.014601658367,89.3122899323335,69.8048997137595
"L1MEb",623.413185912444,543.547647309446,594.232217857163,604.084817388746,663.066495325904,622.361546979546,590.88944143914,687.792830753494,618.788380112551,462.010248288936,392.225349478312,314.548292395493,399.775671866375,369.764276481228,531.487297722861,433.708179847488,544.848805618066,420.81205704806,374.377544099918,351.816694557348
"L1MEc",10204.3267177074,11028.5817639087,9695.27002947577,9275.43142647944,12636.3588464826,12004.8423421275,11751.2960823798,12702.3615196159,12089.1708788305,9179.11270154216,4722.39320771888,5752.03977360557,5901.25000540996,5798.84293910243,8005.13039458675,10172.1590850237,9693.38355305813,6470.78757874772,6692.30446479266,5355.43190603963
"L1MEd",4270.59236880157,4837.57406105407,4334.18123899568,4024.63261158004,4920.48879062499,5295.19214040519,4969.03594927711,5121.64885991736,5620.27340733806,4380.50625908662,4090.35007313097,5072.61546203131,4696.31210318815,5118.00712843858,6656.29609717854,8982.0519976606,8137.33230311501,5094.66797606986,5030.85118084596,4635.04534099363
"L1MEf",8151.02138315454,8903.31046292873,7962.09272739238,7745.12321480248,10091.6867297156,9621.0090227877,9273.14443452454,9766.29476587755,9481.88510277728,7246.11527843246,4032.07659263705,5112.45824573474,4455.04397841265,4613.24954467056,6505.955068739,5872.08310394192,6310.39577128269,4682.10713582667,4815.52292018719,4662.96730087914
"L1MEg1",227.595290095019,223.760448142389,219.123130334829,245.353217787485,273.875291547656,233.318224971553,244.278316572605,247.587247530155,288.457741105099,170.867426536611,280.16096391308,272.608520076094,260.906227954897,231.8363320795,281.624743414902,116.938382962292,132.364399104954,183.36037344142,217.775172711717,315.518146706193
"L1MEg2",286.26115679653,261.80878345405,220.980106015632,227.956534863678,262.549621596437,290.974229756671,259.84044870947,237.592899923433,329.400130165177,234.823390659252,145.683701234802,222.280793292815,130.453113977449,139.395262959193,170.457081540599,239.797696707485,273.963523728858,187.944382777456,138.250530991146,195.453719198527
"L1MEg",8457.07343474194,9375.29100334244,8008.51711941247,8045.06602383364,9938.79018537415,10102.7330253849,9388.68147614672,10073.3938105205,10107.1870447858,7872.31098685713,4000.69856467879,5183.75585867772,4449.43309178997,4572.16462506153,6139.63115437225,10363.1091027722,9043.87452489197,4251.21025823933,4217.2529232432,4481.47456162336
"L1P1",1979.08947908712,2116.21217352478,2113.23832475454,1490.11587526678,2492.16219244775,2339.64834371012,2161.72162773904,2446.79800953654,2512.37387414118,1869.99602561575,1373.90936702975,1423.8552702436,1350.82095441165,1380.74676257474,1575.40457970442,2627.41303491226,2497.99325287605,1242.26653006562,1526.87312103496,1504.99363782866
"L1P2",1984.03720278484,1895.16946361894,1762.26992108265,1440.92525458567,2103.4857918491,2119.80114789397,1787.28729693084,2105.17303679768,2002.45502857475,1593.17170329387,1201.33021325929,1136.56782985571,1275.07398500539,1269.23055220739,1507.64524294294,1958.34785644446,1942.37060081921,1092.82782571087,1241.80786686738,1370.96823037824
"L1P3",2232.13020534184,2066.38697252141,2177.61348168906,1957.42677173732,2784.05559528144,2300.31293857635,1986.29395637802,2551.28437087954,1898.23803824001,1398.44011103986,1087.02453998275,956.226808882298,1122.17732453719,1123.96601501834,1345.65807849752,1526.1199092927,1646.8593842128,1432.04451657749,1223.45602647032,982.852987969734
"L1P3b",36.0477012262298,24.4596441289251,40.85346497768,24.5953103405547,45.3026798048754,30.1751053080992,24.5221476096052,50.4260265611874,28.8457741105099,21.9550324600114,6.72386313391392,20.9698861596995,11.2217732453719,19.0751412470475,25.4097512855551,35.5255846974051,29.2432974766759,37.5888765554912,18.3518403970548,13.9609799427519
"L1P4",1677.27833352634,1846.25017536109,1746.79512374262,1787.05925620762,2601.81526970273,2047.0575904548,1711.83453505513,2298.69994954602,1399.48529878087,1136.88885477711,656.69729941226,706.685163581873,694.347219557388,610.404519905519,1002.62643614253,725.314020905355,797.264636469373,872.795377581161,649.655150055741,569.607981664278
"L1P4a",1093.44693719564,1016.43410046866,957.580459401074,856.036776974916,1142.3482555343,1145.03747820912,1042.19127340822,1168.88438145888,984.478355126434,830.472966965649,508.772310466154,851.3773780838,972.086107380343,669.097262204127,1062.97459544572,4954.33883259229,9265.50793734677,687.601400405326,889.452531243924,871.165148427719
"L1P4b",77.7499438212799,78.8144088598697,52.614310956103,95.3818132719073,110.682683614184,87.8311100932173,48.5727154574872,99.9434760672184,44.6644244291766,42.0009316626305,13.4477262678278,6.29096584790985,8.41632993402894,7.33659278732595,8.46991709518503,11.8418615658017,7.69560459912523,18.336037344142,17.1283843705845,8.37658796565114
"L1P4c",7.77499438212799,2.71773823654723,8.04689461681575,0.59988561806231,4.63322861640772,3.23304699729634,4.71579761723176,7.72290496883051,3.72203536909805,0.954566628696148,4.48257542260928,0,0,2.93463711493038,5.29369818449064,7.40116347862607,7.69560459912523,1.8336037344142,0,5.58439197710076
"L1P4d",151.258981615945,109.615442207405,166.508819378726,136.174035300144,193.051192350321,146.025956044551,121.66757852458,206.701280048111,59.5525659055688,66.8196640087304,67.2386313391392,115.334373878347,113.620454109391,110.048891809889,139.753632070553,143.582571485346,129.286157265304,107.265818463231,67.2900814558677,92.1424676221626
"L1P4e",135.708992851689,150.381515755614,113.275516529022,114.578153049901,173.488671525489,148.720161875632,99.031749961867,157.18383054208,115.38309644204,89.7292630974379,38.1018910921789,37.7457950874591,53.3034229155166,42.5522381664905,64.5831178507859,37.0058173931304,36.9389020758011,66.9265363061184,45.2678729794019,44.6751358168061
"L1P5",72.0954024524595,93.3090127881216,95.3247516145866,97.7813557441565,114.28630587139,91.6029982567297,83.4696178250022,102.21491870511,76.30172506651,65.8650973800342,44.8257542260928,56.6186926311887,49.0952579485022,29.3463711493038,65.641857487684,38.4860500888556,50.7909903542265,67.8433381733255,51.3851531117535,64.2205077366588
"L1P",9.18862972433308,16.3064294192834,12.3798378720242,8.39839865287234,17.5033081064291,9.16029982567297,8.016855949294,11.8115017170349,4.65254421137256,8.59109965826533,6.72386313391392,0,2.80544331134298,1.46731855746519,12.7048756427775,7.40116347862607,33.860660236151,3.66720746882841,8.56419218529225,2.79219598855038
"L1PA10",8216.04860889598,7724.71798101275,8068.55933309179,6909.48254884169,9219.61014347175,8706.59556371905,7528.29931614879,9364.70370749836,6272.56010577249,6023.31542707269,3227.45430427868,3850.07109892083,3950.06418237092,3973.49865361574,4916.78687375491,5795.11100376421,5282.26299683955,4983.7349501378,4769.03159118131,3191.48001491309
"L1PA11",4302.39916400119,3886.36567826254,4707.43335083721,4063.02529113602,5920.23656540986,4630.80098246079,3891.00461397793,5481.89966228693,3535.93360064315,2812.15328813885,1692.172222035,1675.49390415999,1582.27002759744,1649.26605859087,2305.93492916412,2011.63623349057,2107.05653924049,2332.34395017487,1967.31729056428,1767.46006075239
"L1PA12",2000.2940092202,1880.67485969068,1742.46218048741,1534.50741100339,1914.55302493559,2139.19942987775,2040.99720873791,2230.1023818817,1706.55321673146,1747.81149714265,1252.87983061929,1388.20646377211,1557.02103779535,1520.14202553394,1804.09234127441,1101.29312561956,1025.05453260348,1557.64637238487,1799.70381493784,1262.07258682477
"L1PA13",7521.24683820218,6779.85098743983,7385.81127444965,6799.70348073628,9945.99742988856,7965.68896017197,6655.87675696091,9289.74610044795,5525.36150542605,4448.28048972405,2741.09487092558,3143.38593533896,3001.82434313699,3107.78070471127,4108.96853080164,3203.22355354936,3436.85701396933,4163.19727898745,3594.51380576981,2781.02720459618
"L1PA14",2892.29791015161,2590.00453942951,2808.3662212687,2598.70449744593,4025.7608644787,3039.60301862478,2661.59617516561,3697.4543259595,2059.2160679535,1771.67566286005,793.415849801843,945.741865802448,932.809901021541,1027.12299022563,1396.47758106863,1033.2024216162,1245.14882413846,1417.37568670218,1039.93762249977,887.918324359021
"L1PA15-16",1728.16920584572,1590.78278112565,1660.13625863845,1545.90523774657,2388.17195016838,1922.04643989267,1515.65735417829,2177.8592012102,1159.41401747404,968.88512812659,531.1851875792,601.835732783376,603.170311938741,583.992785871146,772.879934935634,612.816336030239,603.335400571418,848.041727166569,603.163821049869,681.295821206293
"L1PA15",9060.69572586352,8536.41580099486,8546.42107495193,8279.02141487794,12072.1345616401,9973.94998665921,8381.38710510601,11300.4271235093,6754.56368607069,5870.58476648131,3352.96641611174,3915.0777460159,3736.85049070885,3856.11316901852,5313.81423759171,2910.13747979577,3315.26646130315,4981.90134640339,3594.51380576981,4051.4763793866
"L1PA16",11846.2641676786,11607.4600082932,12248.6115905808,11631.7821342282,17069.3290260256,13344.9403225069,12427.5414606909,16168.1286965105,9998.31751023964,8573.9174589488,3617.43836604569,4888.08046382596,4896.90129994917,4971.27527269207,7006.73891699182,6236.22034709033,6418.13423567044,6235.1694988755,4915.84631435775,4146.41104299732
"L1PA17",3978.67667063622,4178.97549506413,3968.35702987737,3830.26967132785,5522.808510758,4850.64817827694,3905.15200682962,4871.33588122174,3153.49446646832,2986.83898119025,1116.16128022971,1312.71487359719,1356.43184103433,1332.32525017839,1917.37748242251,2295.84091106981,2310.22050065739,2104.0602852403,1723.84954129668,1259.28039083622
"L1PA2",11497.8030558251,12021.4621329939,13418.5062694871,8672.54638032681,14361.4643013251,13933.893717181,11496.1714312876,13996.1752461588,11710.4537800247,8945.2438775116,3913.2883439379,4313.50558305019,4666.85494841905,4679.27887975649,5760.60236436272,10120.3509406733,9721.08772961498,4376.8121140467,4806.95872800189,4207.83935474542
"L1PA3",17138.9148888945,16618.9693164863,19157.7991069575,13011.5190557715,21527.524561369,19655.3092200631,17375.8279004522,20466.606744456,17079.4897999487,14490.3214236075,8772.40010204637,8922.68656095214,9357.55616498451,9540.50526063867,11576.2591898441,13104.5000552553,14124.5126812344,8628.93917415324,9776.63710752434,8840.09249975051
"L1PA4",13851.5059005966,13622.2099543202,14943.0833034268,10775.1454716352,15760.6993434802,14993.794291128,13575.3666007251,16347.5726649039,14032.0733414996,11830.8987960601,7597.96534132274,7677.07532306599,8329.36119137731,8021.8305536622,9814.51643404565,11531.0126996994,11483.3811828147,7449.93197292491,7985.49748477179,7745.55167223876
"L1PA5",10880.0444112815,11122.7966894423,11588.1472401083,8691.14283448675,11650.510757547,12132.0088573545,10778.4270339449,12053.6375022341,11137.2603331836,9857.80957454512,6757.48244958349,7337.36316727886,7353.06691902995,7235.34780686086,8324.86976492999,9831.70556500687,9581.02772591091,7623.20752582705,8742.81676515692,6463.93371349413
"L1PA6",8142.53957110131,7424.86086224704,8269.11270661858,6711.52029488112,8916.39107068685,8195.77413814622,7873.49570173015,9413.76686847681,8412.73044300387,6669.55703469999,4141.89969049098,4103.80672145319,4448.0303701343,4214.13889704003,5018.42587889713,5941.65404064101,5851.73773717482,4555.58847815209,4663.81437290487,4548.48726534857
"L1PA7",17892.3825262898,17879.0939454987,18741.8365544575,15614.4227525439,21919.8045842249,20114.4018936792,18617.968992831,21172.1168277851,18060.246119706,15879.2158683604,9812.35760009172,11076.2938695533,11214.7596370936,11079.7224274197,13863.1368055441,17044.8794912758,16730.2443984982,10705.4954033773,10745.6142804888,10758.3311438846
"L1PA8",6186.06825748947,6292.46993035236,7319.57914183433,6390.58148921779,8377.39214164475,7044.27056594251,6132.89480120991,8019.10108881154,4885.17142194119,4702.19521295723,2272.66573926291,2442.99173760499,2543.13436173241,2473.89908788631,3409.14163081197,3160.29680537333,3172.12821575942,3789.14211716695,2769.90444392881,2432.00270602738
"L1PA8A",3606.89057563628,3628.18054579056,3547.44254222854,2961.63529637362,4387.66749973811,3893.66626707723,3679.26530096422,4439.30749149481,3149.77243109922,2811.19872151016,1290.98172171147,1690.17282447178,1860.0089154204,1967.67418556082,2587.55967257903,2107.8513587127,1860.79719206848,1839.10454561745,1395.96332620264,1435.1887381149
"L1PB1",22506.4882832472,21318.844640222,20998.0620066339,18772.8205316419,27285.5981252046,24540.9820741441,23105.5220053888,28265.3778973921,20011.5231619557,17480.9786713126,7062.29757832093,8924.78354956811,9228.50577266274,9129.65606454842,12845.688014485,9938.28231909909,9947.33850482927,10625.7336409303,9325.18183375679,7684.12336049065
"L1PB2",3093.03412874473,3298.42830642282,3142.62184381335,2803.86537882324,4257.42229529909,3665.73645376783,2966.23670123878,4028.17637403648,2294.63480504895,2067.59131775586,999.61431924187,1186.89555663899,1255.43588182598,1209.07049135132,1597.63811207928,1398.81989746033,1391.36531152184,1505.38866595406,1123.13263229976,1030.32031977509
"L1PB3",3840.84722477123,4207.96470292063,3626.0545127159,3620.30970500604,5157.81305642099,4590.9267361608,3622.20414979572,5117.56026316916,3046.48594960675,2844.60855351452,925.651824768817,1488.86191733867,1401.31893401582,1351.40039142544,2042.30875957649,1141.25940840414,1197.43607562389,1687.83223752827,1373.94111772617,1203.43647106521
